ID,ANO_NACIMIENTO,RAZA,PADRE,MADRE,INTERPARTO
114192SD,2011,F1H,H9711,060749BA,355
114194SD,2011,F1H,H7494,050856BA,411
114195SD,2011,F1H,H7979,043581CA,339
114197SD,2011,F1H,H9711,030258AG,41662
114200SD,2011,F1H,H10356,020605FR,310
114220SD,2011,F1H,H9900,060022BA,345
114232SD,2011,F1H,H8161,031393CA,334
114235SD,2011,F1H,H9711,000062AG,74
114237SD,2011,F1H,H8745,081286HN,320
114269SD,2011,F1H,H0594,040000CO,315
114273SD,2011,F1H,H10356,025046CO,355
114284SD,2011,F1H,H10188,070877AG,340
114290SD,2011,F1H,H8347,060326AG,489
114294SD,2011,F1H,H10356,000456LH,420
114297SD,2011,F1H,H8161,080306HN,330
114317SD,2011,F1H,H10188,040651VC,331
114336SD,2011,F1H,H9711,060371AG,1125
120001,2012,1/4HOL,,100055HO,0
120001CA,2012,F1H,HOL,,355
120001SD,2012,F1H,H9900,074644SL,692
120002SD,2012,F1H,H9900,995020GE,349
120003,2012,1/4HOL,,100006HO,0
120003HO,2012,F1H,HO9900,090553,313
120004CA,2012,F1H,,,337
120004HO,2012,F1H,HO8161,090878,312
120004SD,2012,F1H,HOL,,331
120005HO,2012,F1H,HO9504,090316,319
120006CA,2012,F1H,,,41956
120006HO,2012,F1H,HO9711,090439,311
120007,2012,1/4HOL,,080094,0
120007CA,2012,F1H,,,377
120007SD,2012,F1H,H9900,075028SL,344
120008CA,2012,F1H,,,341
120008SD,2012,F1H,H9711,073156SL,570
120009CA,2012,F1H,HOL,,355
120009HO,2012,F1H,HO9900,090831,387
120009SD,2012,F1H,H8161,001440GE,323
120010,2012,1/4HOL,,100047HO,0
120010CA,2012,F1H,,,302
120011,2012,1/4HOL,BR,080175,0
120011HO,2012,F1H,HO9900,090576,41612
120011SD,2012,F1H,H8161,074704SL,405
120013SD,2012,F1H,H9900,075349SL,315
120014,2012,1/4HOL,,100029HO,0
120014SD,2012,F1H,H0900,084300GE,328
120015HO,2012,F1H,HO9900,090341,321
120016HO,2012,F1H,HO9504,090029,41631
120017,2012,1/4HOL,,080080CA,0
120018HO,2012,F1H,HO9900,090911,361
120020HO,2012,F1H,HO9504,091006,330
120021HO,2012,F1H,HO9504,090649,367
120021SD,2012,F1H,H0900,053380SL,324
120022,2012,1/4HOL,,100051HO,0
120022SD,2012,F1H,H7494,073543SL,408
120023HO,2012,F1H,HO8161,090272,354
120023SD,2012,F1H,H8161,077873SL,560
120024HO,2012,F1H,HO8161,091325,505
120024SD,2012,F1H,H9900,074917SL,411
120025,2012,1/4HOL,,100036HO,0
120025SD,2012,F1H,H9711,074185SL,370
120026HO,2012,F1H,HO9504,091065,301
120027,2012,1/4HOL,BR,080025,0
120027HO,2012,F1H,HO8347,090143,313
120028HO,2012,F1H,HO8161,090963,559
120028SD,2012,F1H,H0594,054422SL,51
120029HO,2012,F1H,HO9711,090290,396
120030HO,2012,F1H,HO9504,091288,324
120030SD,2012,F1H,H7494,073585SL,331
120031HO,2012,F1H,HO8347,090600,546
120032,2012,1/4HOL,,090026HO,0
120032HO,2012,F1H,HO8347,090133,378
120032SD,2012,F1H,H9900,044377SL,390
120033SD,2012,F1H,H9711,074873SL,343
120034HO,2012,F1H,HO9711,090192,457
120034PL,2012,F1H,HO11572,070061GE,361
120035HO,2012,F1H,HO8161,091205,289
120035SD,2012,F1H,H9900,043156SL,48
120036,2012,1/4HOL,,100106HO,0
120036HO,2012,F1H,HO8161,091153,374
120036SD,2012,F1H,H9504,012830GE,472
120037HO,2012,F1H,HO9711,091069,576
120038HO,2012,F1H,HO9900,091348,353
120038SD,2012,F1H,H7494,074557SL,360
120039,2012,1/4HOL,,088067SD,0
120039HO,2012,F1H,HO9711,090342,326
120040,2012,1/4HOL,BR,080034,0
120040HO,2012,F1H,HO8161,090809,382
120040SD,2012,F1H,H7494,074142SL,332
120041HO,2012,F1H,HO9711,091140,366
120041SD,2012,F1H,H9711,074324SL,631
120042HO,2012,F1H,HO9711,091061,405
120043,2012,1/4HOL,BR,090051HO,0
120043HO,2012,F1H,HO9504,090661,379
120044,2012,1/4HOL,BR,080197,0
120044HO,2012,F1H,HO9711,090123,332
120045HO,2012,F1H,HO9711,090375,344
120045PL,2012,F1H,HO11572,050902PL,42048
120046,2012,1/4HOL,,090099HO,0
120046HO,2012,F1H,HO9711,090558,352
120047HO,2012,F1H,HO9711,090615,337
120047SD,2012,F1H,H9900,054550SL,374
120048,2012,1/4HOL,BR,090270HO,0
120048HO,2012,F1H,HO8161,090482,327
120049HO,2012,F1H,HO9504,090902,478
120050HO,2012,F1H,HO9504,091357,417
120051,2012,1/4HOL,,100056HO,0
120051HO,2012,F1H,HO8161,090504,41728
120052PL,2012,F1H,HO11572,070365HT,554
120052SD,2012,F1H,H8161,073429SL,330
120053HO,2012,F1H,HO8347,090382,323
120053SD,2012,F1H,H8161,072140GE,320
120054,2012,1/4HOL,,100202HO,0
120054HO,2012,F1H,HO9711,090304,379
120054SD,2012,F1H,H8161,021259GE,310
120055HO,2012,F1H,HO9711,090657,258
120056,2012,1/4HOL,BR,090150HO,0
120056HO,2012,F1H,HO8347,090920,41601
120056SD,2012,F1H,H9711,020660GE,317
120057,2012,1/4HOL,BR,080125,0
120057HO,2012,F1H,HO9711,090187,323
120057SD,2012,F1H,H8161,074880SL,336
120058,2012,1/4HOL,BR,090082HO,0
120058HO,2012,F1H,HO9504,091239,330
120058PL,2012,F1H,HO11572,050214PL,308
120059SD,2012,F1H,H8161,075571SL,325
120060HO,2012,F1H,HO9504,090337,482
120061,2012,1/4HOL,,080048,0
120061HO,2012,F1H,HO9504,091072,638
120063,2012,1/4HOL,,100099HO,0
120063HO,2012,F1H,HO9504,091372,452
120063SD,2012,F1H,HOL,,548
120064,2012,1/4HOL,BR,080003,0
120064HO,2012,F1H,HO9504,090413,326
120065,2012,1/4HOL,BR,090101HO,0
120067,2012,1/4HOL,,100069HO,0
120067HO,2012,F1H,HO0550,090563,41955
120068HO,2012,F1H,HO9504,090207,463
120069,2012,1/4HOL,,090247HO,0
120069HO,2012,F1H,HO8161,091007,319
120070,2012,1/4HOL,,100077HO,0
120070SD,2012,F1H,H9900,077891SL,460
120071,2012,1/4HOL,,100075HO,0
120071HO,2012,F1H,HO0550,090805,41943
120072HO,2012,F1H,HO8161,090594,378
120072SD,2012,F1H,H7494,033155MA,397
120073HO,2012,F1H,HO8161,091112,0
120073SD,2012,F1H,H9711,029240GE,464
120074HO,2012,F1H,HO9504,091014,41716
120075,2012,1/4HOL,BR,088108SD,0
120075PL,2012,F1H,HO11572,070098GE,289
120077HO,2012,F1H,HO0550,090319,350
120077SD,2012,F1H,H9711,040748MA,308
120079,2012,1/4HOL,BR,090041HO,0
120080,2012,1/4HOL,,100103HO,0
120080HO,2012,F1H,HO8161,090531,328
120081,2012,1/4HOL,BR,090056HO,0
120081SD,2012,F1H,H9504,074202SL,492
120082,2012,1/4HOL,BR,090128HO,0
120083,2012,1/4HOL,BR,090013HO,0
120083SD,2012,F1H,H9711,074512SL,348
120084HO,2012,F1H,HO9504,090555,41932
120085,2012,1/4HOL,BR,090106HO,0
120088,2012,1/4HOL,,090297HO,0
120089,2012,1/4HOL,,090097HO,0
120090,2012,1/4HOL,BR,090147HO,0
120090HO,2012,F1H,HO8161,090662,405
120093,2012,1/4HOL,,100063HO,0
120094PL,2012,F1H,HO11572,070099PL,550
120095,2012,1/4HOL,,100048HO,0
120095PL,2012,F1H,HO11572,020029PL,318
120095SD,2012,F1H,H7494,074730SL,318
120098HO,2012,F1H,HO9504,090562,41752
120098SD,2012,F1H,H9711,073304SL,462
120099PL,2012,F1H,HO11572,020027PL,340
120099SD,2012,F1H,H9711,073800SL,371
120100,2012,1/4HOL,BR,080025SD,0
120102,2012,1/4HOL,,090137HO,0
120102SD,2012,F1H,H9900,031068GE,321
120103,2012,1/4HOL,,100073HO,0
120103SD,2012,F1H,H7494,075292SL,355
120104,2012,1/4HOL,,090010HO,0
120104SD,2012,F1H,H7494,073607SL,559
120105,2012,1/4HOL,BR,090267HO,0
120105SD,2012,F1H,H7494,031296MA,397
120106SD,2012,F1H,H8161,074194SL,325
120107,2012,1/4HOL,,100087HO,0
120110,2012,1/4HOL,,100080HO,0
1201112,2012,1/4HOL,,080085,0
120112BA,2012,F1H,HOL,,42001
120112PL,2012,F1H,HO11572,070742DF,541
120112SD,2012,F1H,H7494,077694SL,432
120113HO,2012,F1H,HO8161,091219,343
120113SD,2012,F1H,H9900,073450SL,530
120114,2012,1/4HOL,,088085SD,0
120115,2012,1/4HOL,BR,090156HO,0
120115HO,2012,F1H,HO9504,091195,433
120115PL,2012,F1H,HO11572,070108GE,350
120116,2012,1/4HOL,BR,090155HO,0
120117,2012,1/4HOL,,100082HO,0
120117HO,2012,F1H,HO9504,090403,355
120118HO,2012,F1H,HO9504,090961,361
120118SD,2012,F1H,H9711,030100GE,319
120119,2012,1/4HOL,BR,080054,0
120119HO,2012,F1H,HO9504,090948,403
120119SD,2012,F1H,H8161,064602SL,308
120122,2012,1/4HOL,BR,090161HO,0
120122SD,2012,F1H,H9900,073821SL,671
120123,2012,1/4HOL,BR,090036HO,0
120123SD,2012,F1H,H8161,075031SL,312
120128SD,2012,F1H,H8161,054862SL,308
120129PL,2012,F1H,HO11572,090019PL,330
120130,2012,1/4HOL,BR,080180,0
120130HO,2012,F1H,HO9504,091218,437
120131,2012,1/4HOL,,090227HO,0
120131SD,2012,F1H,H9504,033396SL,335
120132,2012,1/4HOL,BR,090049HO,0
120133,2012,1/4HOL,BR,088218SD,0
120133SD,2012,F1H,H7494,040140MA,621
120134,2012,1/4HOL,,090175HO,0
120136SD,2012,F1H,H9900,021470GE,389
120137,2012,1/4HOL,,090140HO,0
120137SD,2012,F1H,H9900,075064SL,324
120138,2012,1/4HOL,BR,090203HO,0
120138SD,2012,F1H,H7494,077745SL,424
120139,2012,1/4HOL,,100150HO,0
120139HO,2012,F1H,HO8161,091049,328
120139SD,2012,F1H,H9504,063306SL,364
120140,2012,1/4HOL,BR,080116,0
120141SD,2012,F1H,H7494,065547SL,522
120142SD,2012,F1H,H9900,981996GE,320
120144,2012,1/4HOL,,100052HO,0
120144SD,2012,F1H,H9504,053748SL,128
120145SD,2012,F1H,H9711,073588SL,328
120149,2012,1/4HOL,,100135HO,0
120149SD,2012,F1H,H7494,074446SL,414
120150HO,2012,F1H,HO8161,091292,364
120153SD,2012,F1H,H9711,044373SL,310
120154SD,2012,F1H,H9900,074271SL,309
120155PL,2012,F1H,HO11572,070180GE,592
120156PL,2012,F1H,HO11572,070313DF,311
120157SD,2012,F1H,H7494,073239SL,316
120158,2012,1/4HOL,,100520HO,0
120159,2012,1/4HOL,,100098HO,0
120160SD,2012,F1H,H7494,051130GE,369
120161,2012,1/4HOL,,100140HO,0
120163SD,2012,F1H,H9711,050260MA,304
120164PL,2012,F1H,HO11572,,318
120165PL,2012,F1H,HO11572,070444DF,313
120166,2012,1/4HOL,,090179HO,0
120167SD,2012,F1H,H9504,074803SL,385
120169,2012,1/4HOL,,100137HO,0
120169SD,2012,F1H,H8161,053550GE,317
120170,2012,1/4HOL,,100738HO,0
120170HO,2012,F1H,HO1347,090542,0
120171,2012,1/4HOL,BR,090386HO,0
120171HO,2012,F1H,HO9504,090436,342
120171SD,2012,F1H,H9900,074450SL,555
120172,2012,1/4HOL,,100096HO,0
120173,2012,1/4HOL,BR,090086HO,0
120175SD,2012,F1H,H0900,073386SL,380
120179,2012,1/4HOL,,100117HO,0
120179HO,2012,F1H,HO8161,090857,310
120182,2012,1/4HOL,,100037HO,0
120182SD,2012,F1H,H8161,073927SL,371
120183HO,2012,F1H,HO9504,091265,382
120183SD,2012,F1H,H9711,053172SL,480
120184,2012,1/4HOL,BR,090031HO,0
120184HO,2012,F1H,HO1347,091199,349
120188HO,2012,F1H,HO0550,090893,300
120190,2012,1/4HOL,,100066HO,0
120190SD,2012,F1H,H9504,074198SL,411
120191,2012,1/4HOL,BR,080069,0
120191SD,2012,F1H,H9504,067250GE,488
120192,2012,1/4HOL,,100105HO,0
120193,2012,1/4HOL,,100107HO,0
120193PL,2012,F1H,HO11572,050181PL,441
120194,2012,1/4HOL,,100110HO,0
120194PL,2012,F1H,HO11572,070118GE,427
120195,2012,1/4HOL,BR,090189HO,0
120197SD,2012,F1H,H9900,066810SL,323
120198HO,2012,F1H,HO8161,090578,324
120199,2012,1/4HOL,,100154HO,0
120200SD,2012,F1H,H9900,075245SL,301
120201,2012,1/4HOL,,100164HO,0
120202,2012,1/4HOL,,090418HO,0
120205,2012,1/4HOL,,090716HO,0
120206SD,2012,F1H,H7816,006340GE,389
120208SD,2012,F1H,H9711,066137SL,561
120213PL,2012,F1H,HO11572,070332HT,307
120214,2012,1/4HOL,BR,090174HO,0
120214SD,2012,F1H,H9900,074548SL,450
120215,2012,1/4HOL,,100097HO,0
120215SD,2012,F1H,H7494,075359SL,421
120217,2012,1/4HOL,,090091HO,0
120217HO,2012,F1H,HO9504,091083,41979
120220,2012,1/4HOL,,090612HO,0
120221,2012,1/4HOL,,100126HO,0
120222,2012,1/4HOL,,100136HO,0
120224,2012,1/4HOL,BR,090471HO,0
120225,2012,1/4JER,,100127JE,0
120226,2012,1/4HOL,,100064HO,0
120227HO,2012,F1H,HO0550,091323,754
120227SD,2012,F1H,H9711,039810GE,563
120228,2012,1/4HOL,,100114JE,0
120228HO,2012,F1H,HO9504,091227,41956
120231,2012,1/4HOL,BR,090721HO,0
120232SD,2012,F1H,H9504,066104SL,425
120233,2012,1/4HOL,BR,090181HO,0
120236HO,2012,F1H,HO9504,091167,42024
120237,2012,1/4HOL,,100175HO,0
120238,2012,1/4HOL,,080057,0
120239,2012,1/4HOL,BR,090159HO,0
120239SD,2012,F1H,H9504,041016SL,487
120241,2012,1/4HOL,BR,090065HO,0
120242SD,2012,F1H,H9711,077960SL,0
120244SD,2012,F1H,H9900,003080GE,376
120245,2012,1/4HOL,,100388HO,0
120246,2012,1/4HOL,BR,090015HO,0
120248,2012,1/4HOL,,100130HO,0
120249SD,2012,F1H,H7816,073693SL,376
120251SD,2012,F1H,H9504,073926SL,819
120252,2012,1/4HOL,,090759HO,0
120253SD,2012,F1H,H7494,075041SL,397
120254HO,2012,F1H,HO8161,090681,305
120255,2012,1/4HOL,BR,090250HO,0
120255PL,2012,F1H,HO11572,070537DF,313
120256,2012,1/4HOL,,100450HO,0
120257,2012,1/4HOL,,100320HO,0
120257PL,2012,F1H,HO11572,070276HT,314
120258,2012,1/4HOL,,100196HO,0
120262,2012,1/4HOL,BR,090796HO,0
120264,2012,1/4HOL,BR,090269HO,0
120265,2012,1/4HOL,,100297HO,0
120265HO,2012,F1H,HO8161,091260,326
120267,2012,1/4HOL,BR,090584HO,0
120269,2012,1/4HOL,,100268HO,0
120271,2012,1/4HOL,BR,090486HO,0
120272PL,2012,F1H,HO11572,,556
120278,2012,1/4HOL,BR,090228HO,0
120279,2012,1/4HOL,,100209HO,0
120282HO,2012,F1H,HO8161,091136,300
120284,2012,1/4HOL,,100218HO,0
120284HO,2012,F1H,HO8161,091368,505
120289,2012,1/4HOL,,100431HO,0
120291,2012,1/4HOL,,100430HO,0
120291HO,2012,F1H,HOL,091080,328
120294PL,2012,F1H,HO11572,010064PL,322
120295,2012,1/4HOL,,100280HO,0
120296,2012,1/4HOL,BR,09092CA,0
120296PL,2012,F1H,HO11572,010049PL,551
120297,2012,1/4HOL,,100443HO,0
120299,2012,1/4HOL,,100387HO,0
120300,2012,1/4HOL,,100377HO,0
120300PL,2012,F1H,HO11572,051052PL,330
120301,2012,1/4HOL,,090680HO,0
120302,2012,1/4HOL,,100109HO,0
120305,2012,1/4HOL,,100433HO,0
120308,2012,1/4HOL,,100509HO,0
120309,2012,1/4HOL,,100505HO,0
120310PL,2012,F1H,HO11572,060079GE,321
120314,2012,1/4HOL,,100100HO,0
120316,2012,1/4HOL,,100090HO,0
120317,2012,1/4HOL,,100417HO,0
120320,2012,1/4HOL,,100347HO,0
120323,2012,1/4HOL,,100201HO,0
120326,2012,1/4HOL,,100406HO,0
120330,2012,1/4HOL,,090537HO,0
120331,2012,1/4HOL,,100394HO,0
120332,2012,1/4HOL,,100452HO,0
120333,2012,1/4HOL,,090507HO,0
120334,2012,1/4HOL,,100419HO,0
120335,2012,1/4HOL,BR,080250SD,0
120338,2012,1/4HOL,BR,090021HO,0
120342,2012,1/4HOL,,100065HO,0
120343,2012,1/4HOL,BR,090177HO,0
120347,2012,1/4HOL,,100156HO,0
120348,2012,1/4HOL,,100116JE,0
120349,2012,1/4HOL,,100234HO,0
120350,2012,1/4HOL,,100939HO,0
120353,2012,1/4HOL,BR,090814HO,0
120354,2012,1/4HOL,,090424HO,0
120358,2012,1/4HOL,,100157HO,0
120359,2012,1/4HOL,,100459HO,0
120361,2012,1/4HOL,BR,090063HO,0
120362,2012,1/4HOL,,100441HO,0
120363,2012,1/4HOL,,09097CA,0
120363PL,2012,F1H,HO11572,060110PL,377
120364,2012,1/4HOL,,088000SD,0
120365,2012,1/4HOL,,100674HO,0
120366,2012,1/4HOL,,100197HO,0
120367,2012,1/4HOL,,100000HO,0
120369,2012,1/4HOL,,100705HO,0
120370,2012,1/4HOL,,100232HO,0
120371,2012,1/4HOL,,090684HO,0
120372,2012,1/4HOL,BR,090378HO,0
120373,2012,1/4HOL,,100552HO,0
120374HO,2012,F1H,HO9504,010936,385
120375HO,2012,F1H,HO9504,040307,414
120376,2012,1/4HOL,,100622HO,0
120378,2012,1/4HOL,BR,090421HO,0
120380,2012,1/4HOL,,100485HO,0
120381,2012,1/4HOL,,100476HO,0
120383,2012,1/4HOL,,100204HO,0
120385,2012,1/4HOL,,100434HO,0
120386,2012,1/4HOL,,100764HO,0
120388,2012,1/4HOL,,090040HO,0
120390,2012,1/4HOL,,100529HO,0
120392PL,2012,F1H,HO11572,060337PL,336
120393,2012,1/4HOL,,100199HO,0
120394,2012,1/4HOL,,100678HO,0
120395,2012,1/4HOL,,100352HO,0
120396,2012,1/4HOL,,100291HO,0
120397,2012,1/4HOL,,100458HO,0
120398HO,2012,F1H,HO8161,080296,41945
120399HO,2012,F1H,HO8161,080343,325
120401,2012,1/4HOL,,100340HO,0
120405,2012,1/4HOL,,100170HO,0
120406,2012,1/4HOL,,100301HO,0
120407HO,2012,F1H,HO7494,081222,41954
120411,2012,1/4HOL,,090406HO,0
120412,2012,1/4HOL,,100497HO,0
120413HO,2012,F1H,HO9504,080157,328
120415,2012,1/4HOL,,100448HO,0
120415HO,2012,EC,HO7494,050578,374
120418,2012,1/4HOL,,100902HO,0
120418HO,2012,F1H,HO9504,020425AG,41947
120420HO,2012,F1H,HO8161,040567AG,0
120421,2012,1/4HOL,,100402HO,0
120422HO,2012,F1H,HO8161,030390,478
120426,2012,1/4HOL,,100618HO,0
120427,2012,1/4HOL,,100542HO,0
120428,2012,1/4HOL,,100370HO,0
120430,2012,1/4HOL,,100123HO,0
120433,2012,1/4HOL,,090683HO,0
120434,2012,1/4HOL,BR,090048HO,0
120435,2012,1/4HOL,,100138HO,0
120436,2012,1/4HOL,,100254HO,0
120437,2012,1/4HOL,,100788HO,0
120441HO,2012,F1H,HO9504,020207,456
120442HO,2012,F1H,HO9504,010222,288
120443HO,2012,F1H,HO8161,030818AG,398
120449,2012,1/4HOL,,100436HO,0
120451HO,2012,F1H,HO9504,080028AG,302
120453,2012,1/4HOL,,100886HO,0
120454,2012,1/4HOL,,100621HO,0
120454HO,2012,F1H,HO8161,080379,304
120457HO,2012,F1H,HO9504,080445,471
120460,2012,1/4HOL,,100460HO,0
120462,2012,1/4HOL,BR,090144HO,0
120463HO,2012,F1H,HO8161,040291,341
120464,2012,1/4HOL,BR,090825HO,0
120465,2012,1/4HOL,,100935HO,0
120469HO,2012,F1H,HO9504,020486AG,490
120470,2012,1/4HOL,BR,090812HO,0
120471,2012,1/4HOL,,100225HO,0
120472HO,2012,EC,HO9504,010255,41897
120474,2012,1/4HOL,,100563HO,0
120475,2012,1/4HOL,,100707HO,0
120477,2012,1/4HOL,BR,100769HO,0
120478,2012,1/4HOL,,100429HO,0
120480,2012,1/4HOL,BR,100602HO,0
120480HO,2012,F1H,HO8161,080311,473
120481HO,2012,F1H,HO7494,080969AG,469
120483HO,2012,F1H,HO8161,080686,311
120486,2012,1/4HOL,,100423HO,0
120487,2012,1/4HOL,,100948HO,0
120488,2012,1/4HOL,BR,090780HO,0
120493,2012,1/4HOL,,090131HO,0
120493HO,2012,F1H,HO6440,020275AG,380
120495,2012,1/4HOL,,100480HO,0
120495HO,2012,F1H,HO9504,000243,377
120497HO,2012,F1H,HO7494,031190,333
120499,2012,1/4HOL,,100629HO,0
120500,2012,1/4HOL,,090186HO,0
120500HO,2012,F1H,HO7494,020551AG,401
120501,2012,1/4HOL,,100870HO,0
120502,2012,1/4HOL,,100322HO,0
120502HO,2012,F1H,HO9504,040233AG,401
120503,2012,1/4HOL,,100807HO,0
120503HO,2012,F1H,HO9504,060433,328
120504,2012,1/4HOL,,100890HO,0
120504HO,2012,F1H,HO9504,040784AG,366
120505,2012,1/4HOL,,100743HO,0
120505HO,2012,F1H,HO6440,070392,541
120506,2012,1/4HOL,,100626HO,0
120507,2012,1/4HOL,,090475HO,0
120507HO,2012,F1H,HO7494,011286,370
120509,2012,1/4HOL,,100824HO,0
120509HO,2012,F1H,HO7494,040862,394
120510,2012,1/4HOL,BR,100949HO,0
120511,2012,1/4HOL,,101004HO,0
120512BA,2012,F1H,HOL,,391
120513HO,2012,F1H,HO9504,031181,395
120514HO,2012,F1H,HO9504,040538,325
120516,2012,1/4HOL,,100856HO,0
120517HO,2012,F1H,HO7494,060862,542
120518,2012,1/4HOL,,100487HO,0
120518HO,2012,F1H,HO7494,080342,340
120519,2012,1/4HOL,BR,100887HO,0
120521,2012,1/4HOL,,100827HO,0
120521HO,2012,F1H,HO9504,080763,324
120523,2012,1/4HOL,,090641HO,0
120523HO,2012,F1H,HO8161,000410AG,329
120524HO,2012,EC,HO9504,990357,41934
120525,2012,1/4HOL,,100603HO,0
120526HO,2012,F1H,HO8161,040184,405
120527HO,2012,F1H,HO6440,070585,476
120528,2012,1/4HOL,,090351HO,0
120528HO,2012,F1H,HO9504,050549,327
120529,2012,1/4HOL,BR,100576HO,0
120531,2012,1/4HOL,BR,100859HO,0
120532,2012,1/4HOL,,099235CP,0
120535,2012,1/4HOL,BR,090369HO,0
120536,2012,1/4HOL,,099008CP,0
120538,2012,1/4HOL,BR,090162HO,0
120543,2012,1/4HOL,,100051CP,0
120545,2012,1/4HOL,BR,090740HO,0
120546HO,2012,F1H,HO9504,081169,399
120547,2012,1/4HOL,,100119CP,0
120548,2012,1/4HOL,BR,100034HO,0
120553,2012,1/4HOL,BR,100022HO,0
120554,2012,1/4HOL,BR,100035HO,0
120557,2012,1/4HOL,BR,090514HO,0
120557HO,2012,F1H,HO9504,080973,296
120558,2012,1/4HOL,,100053JE,0
120559HO,2012,F1H,HO6440,080681,386
120561,2012,1/4HOL,BR,080134,0
120565,2012,1/4HOL,,100025HO,0
120566HO,2012,F1H,HO9504,080336,320
120568,2012,1/4HOL,BR,080001,0
120569,2012,1/4HOL,BR,100014HO,0
120570,2012,1/4HOL,,099687CP,0
120571,2012,1/4HOL,BR,090059HO,0
120573,2012,1/4HOL,BR,090332HO,0
120576,2012,1/4HOL,BR,100026HO,0
120576HO,2012,F1H,HO9504,080452,463
120578HO,2012,F1H,HO7494,060806,329
120579HO,2012,F1H,HO6440,071033,41951
120582,2012,1/4HOL,BR,090768HO,0
120583HO,2012,F1H,HO9504,000261,294
120586,2012,1/4HOL,BR,100013HO,0
120588HO,2012,F1H,HO9504,040933,396
120589,2012,1/4HOL,,090082HO,0
120590,2012,1/4HOL,BR,080219,0
120591,2012,1/4HOL,,110000,0
120591HO,2012,F1H,HO7494,020532,332
120592,2012,1/4HOL,BR,100006HO,0
120593HO,2012,F1H,HO7494,011209AG,394
120594,2012,1/4HOL,BR,090043HO,0
120595HO,2012,F1H,HO9504,071140,0
120597HO,2012,F1H,HO9504,050003,353
120598HO,2012,F1H,HO7494,050237AG,489
120605HO,2012,F1H,HO9504,030391,322
120607HO,2012,F1H,HO9504,030739AG,316
120609HO,2012,F1H,HO9504,050387AG,341
120612HO,2012,F1H,HO7823,040011,334
120613HO,2012,F1H,HO7494,071007,516
120626HO,2012,F1H,HO7823,080527,476
120629HO,2012,EC,HO7823,080347,520
120636HO,2012,F1H,HO6440,080534,512
120643HO,2012,F1H,HO7965,001127,346
120647HO,2012,F1H,HO7965,040272,468
120649HO,2012,F1H,HO7965,080460,41941
120651HO,2012,F1H,HO9504,070492,317
120653HO,2012,F1H,HO7494,050266,389
120657HO,2012,F1H,HO7823,070920,394
120660HO,2012,F1H,HO7823,030672,41938
120672HO,2012,F1H,HO6440,050842AG,351
120678HO,2012,F1H,HO7823,080393,359
120679HO,2012,F1H,HO7965,080650,317
120681HO,2012,F1H,HO7823,080375,383
120689HO,2012,F1H,HO7823,080700,343
120695HO,2012,F1H,HO7823,080508,319
120698HO,2012,F1H,HO6440,070549,542
120701HO,2012,F1H,HO7823,020866,320
120705HO,2012,F1H,HO7823,030426AG,422
120708HO,2012,F1H,HO9504,040635,322
120712BA,2012,F1H,HOL,,539
120716HO,2012,F1H,HO6440,030281AG,328
120723HO,2012,F1H,HO7823,080297,333
120725HO,2012,F1H,HO9504,080326,462
120728HO,2012,EC,HO7823,080273,310
120729HO,2012,F1H,HO6440,080288,41949
120732HO,2012,F1H,HO6440,050876,41952
120738HO,2012,F1H,HO7494,030449,41934
120742HO,2012,F1H,HO7823,080287,528
120748HO,2012,F1H,HO7823,070849,41936
120751HO,2012,EC,HO7823,011151,364
120755HO,2012,F1H,HO7965,040343,313
120757HO,2012,F1H,HO7965,040469,280
120763HO,2012,F1H,HO6440,040672,563
120768HO,2012,F1H,HO6440,030534,41951
120771HO,2012,F1H,HO6440,040192,323
120781HO,2012,F1H,HO7823,031215AG,42080
120789HO,2012,F1H,HO7965,010303,324
120794HO,2012,F1H,HO7965,040827AG,41946
120796HO,2012,F1H,HO6440,011102,41916
120798HO,2012,F1H,HO6440,040279AG,342
120803HO,2012,F1H,HO7965,080439,582
120804HO,2012,F1H,HO7965,080494,414
120809HO,2012,F1H,HO7961,050676,387
120829HO,2012,F1H,HO7823,030125,379
120847HO,2012,F1H,HO7965,030187AG,469
120851HO,2012,F1H,HO7965,040244,409
120853HO,2012,F1H,HO7965,030116AG,373
120863HO,2012,F1H,HO7965,030059,329
120864HO,2012,F1H,HO6440,050385AG,620
120872HO,2012,F1H,HO6440,030356,356
120883HO,2012,F1H,HO6440,080532,0
120884HO,2012,F1H,HO7823,080377,336
120887HO,2012,F1H,HO6440,050251,313
120891HO,2012,F1H,HO7494,080645,319
120894HO,2012,F1H,HO6440,080876,420
120898HO,2012,F1H,HO7965,080124,382
120904HO,2012,F1H,HO7965,050176AG,600
120911BA,2012,F1H,HOL,,321
120911HO,2012,F1H,HO7965,080045,389
120915HO,2012,F1H,HO7965,040205AG,403
120918HO,2012,F1H,HOL,030343AG,525
120922HO,2012,F1H,HO7965,010773AG,327
120923HO,2012,F1H,HO7965,070934,387
120924HO,2012,F1H,HO6440,030918AG,442
120925HO,2012,F1H,HO6440,080341,480
120943HO,2012,F1H,HO7965,080841,388
120954HO,2012,F1H,HO6440,040900AG,340
120958HO,2012,F1H,HO6440,010034AG,328
120999HO,2012,F1H,HO8745,030583,357
121011BA,2012,F1H,HOL,,42010
121111BA,2012,F1H,HOL,,332
121211BA,2012,F1H,HOL,,431
121357SD,2012,F1H,H9711,051624CA,505
121390SD,2012,F1H,H9247,990304VC,302
